sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id,sample_origin
KGYW25,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,966289-007-R4,xenograft
KGY,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,966289-007-R4,xenograft
QX5,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,594992-005-R,xenograft
JZ6MP4QZ6W14,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,969688-162-R,xenograft
JZ6MP4UA3,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,969688-162-R,xenograft
V8XGC0_RG-BATP5H,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
V8XGC8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
V8X,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
XCYJ51KG0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,994459-135-R,xenograft
FF2N22P23,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,921179-137-R,xenograft
FF2N22P24M088,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,921179-137-R,xenograft
FF3G24K68,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,921179-137-R,xenograft
FF3,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,921179-137-R,xenograft
A57,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,922993-354-T,xenograft
A57,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,959717-210-R,xenograft
E0WFQ3Q20,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,937885-149-R,xenograft
E0WFQ3Q24,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,937885-149-R,xenograft
E0WFQ4K42,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,937885-149-R,xenograft
E0WFQ4K49,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,937885-149-R,xenograft
K0QKC0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
K0Q,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
NGAUC7W80,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,966289-007-R4,xenograft
NGAUC8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,966289-007-R4,xenograft
V8XGC2,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
AATG13J93K64N58,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,671287-276-R,xenograft
AAT,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,671287-276-R,xenograft
AE2G58,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,671287-276-R,xenograft
EKTEG3,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,996942-123-R,xenograft
EKVCW2,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,996942-123-R,xenograft
KFYT31,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,674348-317-R,xenograft
KFY,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,674348-317-R,xenograft
HNKG70,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,691877-024-R,xenograft
CEVWA3WV8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,551195-344-R,xenograft
CEVWA6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,551195-344-R,xenograft
XCY,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,994459-135-R,xenograft
VWWPK8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738166-108-R,xenograft
VWXP43,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738166-108-R,xenograft
AL-VNC_AL-C55,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,755229-096-R,xenograft
J21KP4FU7_RG-CH0WN4G14,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738386-334-R,xenograft
J21KP4FU7_RG-CH0WN4,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738386-334-R,xenograft
J21KP4FU9,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738386-334-R,xenograft
EG4F80FM3,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,184893-071-T,xenograft
EG4F79FS2W92,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,184893-071-T,xenograft
Y05QK1_RG-NP5QT8UY8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,244727-301-R,xenograft
JQHYH2CY1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,464338-155-R,xenograft
C3TWC9_RG-YY7C72,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,732878-109-T,xenograft
Q8HTH6VH5_RG-YX1A46G20,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
JQHYH0CF1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,464338-155-R,xenograft
AE1TP0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,577847-279-T,xenograft
AE1TP2A46A58,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,577847-279-T,xenograft
AE1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,577847-279-T,xenograft
FA4A17C42E72,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,591375-129-R,xenograft
FA4A19C98,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,591375-129-R,xenograft
FA4A20,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,591375-129-R,xenograft
FA4A21F20,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,591375-129-R,xenograft
H4QNC1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,422866-222-R5,xenograft
H4Q,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,422866-222-R5,xenograft
K52B04,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,453144-164-R,xenograft
K52,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,453144-164-R,xenograft
K53M590,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,453144-164-R,xenograft
K53,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,453144-164-R,xenograft
K54T12,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,453144-164-R,xenograft
E4KCP6JV7W28_RG-E99Q04,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,676499-111-R,xenograft
E4KCP6JV7W28_RG-E99Q06U26,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,676499-111-R,xenograft
F80KT2NK1QN2UY9XQ6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,165257-294-R,xenograft
XCAKE9,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,765993-094-R,xenograft
G33A58N02_RG-F73C72,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,331535-300-R,xenograft
QX4NN2UF3,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,594992-005-R,xenograft
AL-VNC_AL-C52_AL-Q51,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,755229-096-R,xenograft
M140M182RT1-R_M235M309M652,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K62003-231-R,xenograft
M140,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K62003-231-R,xenograft
CN1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K12877-001-R,xenograft
K56U41,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,453144-164-R,xenograft
E4KCP6JV7W28,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,676499-111-R,xenograft
E4KCP6JV7W29A38J90,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,676499-111-R,xenograft
E4KCP6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,676499-111-R,xenograft
X6VAU1FC1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328634-206-R,xenograft
X6VAU1FC3N36,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328634-206-R,xenograft
X6VAU1FC4N41,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328634-206-R,xenograft
AL-VNC_AL-C53_AL-J67_AL-Q60,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,755229-096-R,xenograft
AL-VNC_AL-C53_AL-J67,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,755229-096-R,xenograft
AL-VNC_AL-C54_AL-Q07,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,755229-096-R,xenograft
F02WN1XU1Y51,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,686756-172-R,xenograft
F02WN1XU4,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,686756-172-R,xenograft
F02WN2,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,686756-172-R,xenograft
F02WN5_RG-YX7,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,686756-172-R,xenograft
F02WN7,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,686756-172-R,xenograft
AL-N6A_AL-U22,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,727343-253-R,xenograft
AL-N6A_AL-U25_AL-M392,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,727343-253-R,xenograft
AL-NNV_AL-T61_AL-U58,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,727343-253-R,xenograft
AL-NNV_AL-T63,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,727343-253-R,xenograft
CNYM298,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K12877-001-R,xenograft
CA0AF6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K98450-129-R,xenograft
CA2AC6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K98450-129-R,xenograft
X6VAU6F74K33,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328634-206-R,xenograft
X6VAU6F74,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,328634-206-R,xenograft
NWFT78,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
NWHQV6_RG-YV6C65,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
NWHQV6_RG-YW0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
NWHQV8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
AL-NNV_AL-T73_AL-U63,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,727343-253-R,xenograft
AL-NNV,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,727343-253-R,xenograft
C3TWC2XG1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,732878-109-T,xenograft
C3TWC2,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,732878-109-T,xenograft
C3TWC5,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,732878-109-T,xenograft
C3TWC9_RG-YY7,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,732878-109-T,xenograft
Q8HTH5XJ2F31,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
Q8HTH6VH5XY7,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
Q8HTH6VH5_RG-YX4A96G63N09T08,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
AL-VAY_AL-W08,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,731979-095-R,xenograft
AL-VAY_AL-W10,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,731979-095-R,xenograft
AL-VAY_AL-W13_AL-P28_AL-U19,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,731979-095-R,xenograft
AL-VAY_AL-W13_AL-P28,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,731979-095-R,xenograft
AL-VAY_AL-W13_AL-P30,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,731979-095-R,xenograft
AL-VJW,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,731979-095-R,xenograft
X9UA17A58,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
X9UA17,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
NWHQW2WV4,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
E4KCP8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,676499-111-R,xenograft
VWWPK2QU1E78,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738166-108-R,xenograft
VWWPK2QU1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738166-108-R,xenograft
VWXP41_RG-G22,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738166-108-R,xenograft
J21KP0_RG-V63A86,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738386-334-R,xenograft
Q8HTH6VH5_RG-YX4,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
Q8H,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
K3YXY5,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,784581-064-R,xenograft
K3YXY6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,784581-064-R,xenograft
K3YXY7YW6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,784581-064-R,xenograft
K3YXY8AN5,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,784581-064-R,xenograft
H7CN30,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
H8C,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
T6NJN0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,655913-031-T,xenograft
T6NJN1P51,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,655913-031-T,xenograft
T6NJN2_RG-T14UQ7WT8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,655913-031-T,xenograft
T6NJN2_RG-T14UT0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,655913-031-T,xenograft
J21KP0_RG-V65,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738386-334-R,xenograft
NWH,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
NJFW12_RG-J49,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,245324-029-R,xenograft
NJF,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,245324-029-R,xenograft
K3Y,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,784581-064-R,xenograft
CWT,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,873942-020-R,xenograft
G9X,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
G9YY34,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
G9YY36,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
G9YY38_RG-KJ9,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
G9YY38_RG-KK0P82PX7U43,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
G9YY38_RG-KK0P82PX7U44V37,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
G9YY38_RG-KK0P82PY0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,899872-116-R,xenograft
EXVFK5,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,936559-144-R,xenograft
EXVFK9N65,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,936559-144-R,xenograft
J38K58,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
J38K61,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
ZAMJ2-2_M686,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,,,
YVUA07A30,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,234829-215-T,xenograft
CA2,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K98450-129-R,xenograft
CA3AE0AV9,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K98450-129-R,xenograft
AL-VNC,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,755229-096-R,xenograft
AL-KV5P13,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R,xenograft
AL-KV7_AL-C01P33,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R,xenograft
AL-KV7_AL-C02,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R,xenograft
AL-KV8,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R,xenograft
AL-KV9_AL-J89,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R,xenograft
AL-KV9,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,562452-108-R,xenograft
F2WA94E55G34H95,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,259776-179-R,xenograft
F2WA95G03J07,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,259776-179-R,xenograft
F2WA95G04,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,259776-179-R,xenograft
F2WA96F29,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,259776-179-R,xenograft
F2W,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,259776-179-R,xenograft
J21KP4FU7_RG-CH0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,738386-334-R,xenograft
GCQPH1_RG-PW3W53YC0,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,742811-063-R,xenograft
EXVFN0J26_RG-K95,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,936559-144-R,xenograft
EXV,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,936559-144-R,xenograft
CAXAF1,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K98450-129-R,xenograft
CAX,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,K98450-129-R,xenograft
AG6,mutation_OncoKB_Gene_Panel,mut,PDMR,mutation,OncoKB Gene Panel,,mutation_OncoKB_Gene_Panel,913389-277-R,xenograft
