sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id
NCH-ERMS-1-NCH-RMS-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-ERMS-1-NCH-RMS-1
ALL-50_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-50
ALL-50_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-50
ALL-50_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-50
OS-42_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-42
OS-42_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-42
OS-42_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-42
PAKHZT_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,PAKHZT
PAKHZT_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,PAKHZT
PAKHZT_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,PAKHZT
OS-52-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-52-SJ
OS-52-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-52-SJ
OS-52-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-52-SJ
ALL-117_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-117
ALL-117_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-117
ALL-117_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-117
Rh-30R_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,Rh-30R
Rh-30R_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,Rh-30R
Rh-30R_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,Rh-30R
ALL-97_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-97
ALL-97_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-97
ALL-97_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-97
Rh-65_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,Rh-65
Rh-65_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,Rh-65
Rh-65_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,Rh-65
IC-3704GBM_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,IC-3704GBM
PALLSD_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,PALLSD
PALLSD_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,PALLSD
PALLSD_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,PALLSD
IC-9635EPN_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,IC-9635EPN
IC-9635EPN_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,IC-9635EPN
IC-9635EPN_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,IC-9635EPN
ALL-115_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-115
ALL-115_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-115
ALL-115_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-115
ALL-16_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-16
ALL-16_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-16
ALL-16_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-16
ES-6_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ES-6
ES-6_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ES-6
ES-6_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ES-6
OS-49-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-49-SJ
OS-49-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-49-SJ
OS-49-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-49-SJ
ES-8_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ES-8
ES-8_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ES-8
ES-8_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ES-8
OS-56-TTX_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-56-TTX
OS-56-TTX_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-56-TTX
OS-56-TTX_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-56-TTX
MLL-14_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,MLL-14
MLL-14_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,MLL-14
MLL-14_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,MLL-14
ALL-118_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-118
ALL-118_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-118
ALL-118_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-118
SK-NEP-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,SK-NEP-1
SK-NEP-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,SK-NEP-1
SK-NEP-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,SK-NEP-1
ICb-2002EPN_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ICb-2002EPN
ICb-2002EPN_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ICb-2002EPN
ICb-2002EPN_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ICb-2002EPN
NCH-CA-3_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-CA-3
NCH-CA-3_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-CA-3
NCH-CA-3_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-CA-3
COG-N-421x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-421x
COG-N-421x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-421x
COG-N-421x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-421x
NCH-WT-6-S13-1506_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-WT-6-S13-1506
NCH-WT-6-S13-1506_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-WT-6-S13-1506
NCH-WT-6-S13-1506_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-WT-6-S13-1506
Rh-10_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,Rh-10
Rh-10_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,Rh-10
Rh-10_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,Rh-10
ALL-17_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-17
KT-8_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,KT-8
KT-8_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,KT-8
KT-8_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,KT-8
COG-N-453x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-453x
COG-N-453x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-453x
COG-N-453x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-453x
COG-N-452x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-452x
COG-N-452x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-452x
COG-N-452x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-452x
COG-N-628x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-628x
COG-N-628x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-628x
COG-N-628x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-628x
Rh-30_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,Rh-30
Rh-30_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,Rh-30
Rh-30_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,Rh-30
COG-N-623x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-623x
COG-N-623x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-623x
COG-N-623x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-623x
ALL-19_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-19
ALL-19_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-19
ALL-19_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-19
NCH-EWS-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-EWS-1
NCH-EWS-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-EWS-1
NCH-EWS-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-EWS-1
NCH-MB-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-MB-1
NCH-MB-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-MB-1
NCH-MB-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-MB-1
ICb-L1115ATRT_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ICb-L1115ATRT
ICb-L1115ATRT_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ICb-L1115ATRT
ICb-L1115ATRT_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ICb-L1115ATRT
OS-50-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-50-SJ
OS-50-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-50-SJ
OS-50-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-50-SJ
NCH-MN-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-MN-1
NCH-MN-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-MN-1
NCH-MN-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-MN-1
OS-55-SBX_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-55-SBX
OS-55-SBX_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-55-SBX
OS-55-SBX_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-55-SBX
OS-33_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-33
OS-33_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-33
OS-33_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-33
KT-10_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,KT-10
KT-10_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,KT-10
KT-10_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,KT-10
ALL-80_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-80
ALL-80_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-80
ALL-80_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-80
ALL-08_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-08
ALL-08_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-08
ALL-08_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-08
MLL-6_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,MLL-6
MLL-6_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,MLL-6
MLL-6_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,MLL-6
NCH-CA-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-CA-1
NCH-CA-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-CA-1
NCH-CA-1_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-CA-1
ALL-105_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-105
ALL-105_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-105
ALL-105_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-105
OS-47-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-47-SJ
OS-47-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-47-SJ
OS-47-SJ_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-47-SJ
OS-29_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,OS-29
OS-29_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,OS-29
OS-29_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,OS-29
ICB-1744MB_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ICB-1744MB
ICB-1744MB_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ICB-1744MB
ICB-1744MB_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ICB-1744MB
KT-12_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,KT-12
KT-12_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,KT-12
KT-12_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,KT-12
ALL-82_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-82
ALL-82_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-82
ALL-82_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-82
IC-22909PNET-rIII_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,IC-22909PNET-rIII
IC-22909PNET-rIII_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,IC-22909PNET-rIII
IC-22909PNET-rIII_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,IC-22909PNET-rIII
ALL-102_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-102
ALL-102_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-102
ALL-102_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-102
COG-N-618x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-618x
COG-N-618x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-618x
COG-N-618x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-618x
ALL-46_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ALL-46
ALL-46_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ALL-46
ALL-46_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ALL-46
NCH-WT-7_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-WT-7
NCH-WT-7_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-WT-7
NCH-WT-7_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-WT-7
NCH-WT-4_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,NCH-WT-4
NCH-WT-4_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,NCH-WT-4
NCH-WT-4_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,NCH-WT-4
IC-6634GBM_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,IC-6634GBM
IC-6634GBM_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,IC-6634GBM
IC-6634GBM_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,IC-6634GBM
COG-N-603x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-603x
COG-N-603x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-603x
COG-N-603x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-603x
ICb-9850PNET_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,ICb-9850PNET
ICb-9850PNET_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,ICb-9850PNET
ICb-9850PNET_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,ICb-9850PNET
MLL-5_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,MLL-5
MLL-5_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,MLL-5
MLL-5_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,MLL-5
COG-N-619x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,mutation_WES,COG-N-619x
COG-N-619x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,copy_number_alteration_targeted_capture,COG-N-619x
COG-N-619x_P,mutation_WES,mut,PIVOT,mutation,WES,NGS,expression_RNA-Seq,COG-N-619x
ALL-16_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-16
ALL-16_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-16
ALL-16_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-16
ALL-02_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-02
ALL-02_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-02
ALL-02_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-02
ALL-108_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-108
ALL-108_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ALL-108
ALL-108_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ALL-108
OS-34_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,OS-34
OS-34_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,OS-34
OS-34_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,OS-34
SK-NEP-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,SK-NEP-1
SK-NEP-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,SK-NEP-1
SK-NEP-1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,SK-NEP-1
CHLA-79_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,CHLA-79
CHLA-79_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,CHLA-79
CHLA-79_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,CHLA-79
NCH-WT-6-S13-1506_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCH-WT-6-S13-1506
NCH-WT-6-S13-1506_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCH-WT-6-S13-1506
NCH-WT-6-S13-1506_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCH-WT-6-S13-1506
ES-4_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ES-4
ES-4_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ES-4
ES-4_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ES-4
PAKRSL_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,PAKRSL
PAKRSL_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,PAKRSL
PAKRSL_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,PAKRSL
NB-EBc1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NB-EBc1
NB-EBc1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NB-EBc1
NB-EBc1_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NB-EBc1
ICb-9508MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ICb-9508MB
ICb-9508MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-9508MB
ICb-9508MB_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-9508MB
NCH-WT-7_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,NCH-WT-7
NCH-WT-7_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,NCH-WT-7
NCH-WT-7_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,NCH-WT-7
ICb-10593ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ICb-10593ATRT
ICb-10593ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-10593ATRT
ICb-10593ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-10593ATRT
IC-22909PNET-rIII_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,IC-22909PNET-rIII
IC-22909PNET-rIII_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,IC-22909PNET-rIII
IC-22909PNET-rIII_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,IC-22909PNET-rIII
ICb-1218ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ICb-1218ATRT
ICb-1218ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,ICb-1218ATRT
ICb-1218ATRT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,ICb-1218ATRT
PAKHZT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,PAKHZT
PAKHZT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,copy_number_alteration_targeted_capture,PAKHZT
PAKHZT_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,expression_RNA-Seq,PAKHZT
ALL-121_P,copy_number_alteration_targeted_capture,cna,PIVOT,copy number alteration,targeted capture,Illumina microarray,mutation_WES,ALL-121
