model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
OCIP032,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP034,PMLB,PDX,,45,mucinous cystadenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP036,PMLB,PDX,,63,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP037,PMLB,PDX,,57,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP038,PMLB,PDX,,55,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP039,PMLB,PDX,,80,"IPMN, invasive mucinous noncystic adenocarcinoma",primary,pancreas,Female,Not collected,PDX
OCIP040,PMLB,PDX,,69,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP045,PMLB,PDX,,62,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP051,PMLB,PDX,,59,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP055,PMLB,PDX,,69,cholangiocarcinoma,primary,liver/biliary ducts,Male,Not collected,PDX
OCIP056,PMLB,PDX,,54,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP059,PMLB,PDX,,76,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP060,PMLB,PDX,,66,ampullary adenocarcinoma,primary,ampulla/duodenum,Female,Not collected,PDX
OCIP061,PMLB,PDX,,80,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP062,PMLB,PDX,,74,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP072,PMLB,PDX,,56,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP073,PMLB,PDX,,62,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP074,PMLB,PDX,,58,ampullary adenocarcinoma,primary,ampulla/duodenum,Female,Not collected,PDX
OCIP083,PMLB,PDX,,54,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP084,PMLB,PDX,,75,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP088,PMLB,PDX,,76,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP093,PMLB,PDX,,24,ampullary adenocarcinoma,primary,ampulla/duodenum,Female,Not collected,PDX
OCIP096,PMLB,PDX,,82,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP097,PMLB,PDX,,73,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP099,PMLB,PDX,,77,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP107,PMLB,PDX,,58,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP108,PMLB,PDX,,60,ampullary adenocarcinoma,primary,ampulla/duodenum,Female,Not collected,PDX
OCIP110,PMLB,PDX,,68,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP111,PMLB,PDX,,52,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP122,PMLB,PDX,,68,cholangiocarcinoma,primary,liver/biliary ducts,Male,Not collected,PDX
OCIP125,PMLB,PDX,,67,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP129,PMLB,PDX,,53,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP130,PMLB,PDX,,66,adenosquamous carcinoma,primary,pancreas,Male,Not collected,PDX
OCIP132,PMLB,PDX,,83,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP134,PMLB,PDX,,65,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP135,PMLB,PDX,,55,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP145,PMLB,PDX,,60,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP147,PMLB,PDX,,74,cholangiocarcinoma,primary,liver/biliary ducts,Male,Not collected,PDX
OCIP148,PMLB,PDX,,54,undifferentiated carcinoma,primary,pancreas,Female,Not collected,PDX
OCIP158,PMLB,PDX,,69,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP165,PMLB,PDX,,58,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP167,PMLB,PDX,,72,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP170,PMLB,PDX,,61,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP174,PMLB,PDX,,58,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP180,PMLB,PDX,,63,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP181,PMLB,PDX,,75,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP186,PMLB,PDX,,55,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP187,PMLB,PDX,,57,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP188,PMLB,PDX,,33,cholangiocarcinoma,primary,liver/biliary ducts,Female,Not collected,PDX
OCIP189,PMLB,PDX,,80,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP190,PMLB,PDX,,72,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP193,PMLB,PDX,,43,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP194,PMLB,PDX,,42,cholangiocarcinoma,primary,liver/biliary ducts,Male,Not collected,PDX
OCIP200,PMLB,PDX,,50,ampullary adenocarcinoma,primary,ampulla/duodenum,Female,Not collected,PDX
OCIP201,PMLB,PDX,,46,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP212,PMLB,PDX,,69,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP213,PMLB,PDX,,81,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP217,PMLB,PDX,,57,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP221,PMLB,PDX,,63,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP223,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP224,PMLB,PDX,,42,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP232,PMLB,PDX,,50,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP240,PMLB,PDX,,63,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP241,PMLB,PDX,,39,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP243,PMLB,PDX,,61,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP245,PMLB,PDX,,74,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP246,PMLB,PDX,,73,mucinous noncystic adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP247,PMLB,PDX,,76,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP250,PMLB,PDX,,88,"IPMN, non invasive",primary,pancreas,Male,Not collected,PDX
OCIP255,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP258,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP261,PMLB,PDX,,70,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP262,PMLB,PDX,,57,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP266,PMLB,PDX,,60,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP267,PMLB,PDX,,68,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP269,PMLB,PDX,,66,mucinous noncystic adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP270,PMLB,PDX,,35,acinar cell carcinoma,primary,pancreas,Male,Not collected,PDX
OCIP272,PMLB,PDX,,72,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP278,PMLB,PDX,,73,cholangiocarcinoma,primary,liver/biliary ducts,Female,Not collected,PDX
OCIP279,PMLB,PDX,,50,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP280,PMLB,PDX,,62,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP282,PMLB,PDX,,65,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP284,PMLB,PDX,,62,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP285,PMLB,PDX,,64,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP287,PMLB,PDX,,76,cholangiocarcinoma,primary,liver/biliary ducts,Male,Not collected,PDX
OCIP291,PMLB,PDX,,60,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP292,PMLB,PDX,,77,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP293,PMLB,PDX,,70,cholangiocarcinoma,primary,liver/biliary ducts,Male,Not collected,PDX
OCIP296,PMLB,PDX,,55,neuroendocrine carcinoma,primary,pancreas,Male,Not collected,PDX
OCIP301,PMLB,PDX,,69,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP302,PMLB,PDX,,83,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP306,PMLB,PDX,,78,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP314,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP315,PMLB,PDX,,66,squamous cell carcinoma,primary,ampulla/duodenum,Female,Not collected,PDX
OCIP317,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP320,PMLB,PDX,,72,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP322,PMLB,PDX,,69,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP325,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP326,PMLB,PDX,,83,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP327,PMLB,PDX,,74,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP331,PMLB,PDX,,70,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP332,PMLB,PDX,,64,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP334,PMLB,PDX,,68,ampullary adenocarcinoma,primary,ampulla/duodenum,Male,Not collected,PDX
OCIP335,PMLB,PDX,,73,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP336,PMLB,PDX,,83,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP339,PMLB,PDX,,75,mucinous noncystic adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP341,PMLB,PDX,,52,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP342,PMLB,PDX,,66,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP343,PMLB,PDX,,63,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP347,PMLB,PDX,,73,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP348,PMLB,PDX,,69,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP351,PMLB,PDX,,64,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP353,PMLB,PDX,,55,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP355,PMLB,PDX,,74,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP048,PMLB,PDX,,44,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP054,PMLB,PDX,,52,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
OCIP058,PMLB,PDX,,58,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP117,PMLB,PDX,,81,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP118,PMLB,PDX,,58,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP214,PMLB,PDX,,67,Pancreatic ductal adenocarcinoma,primary,pancreas,Female,Not collected,PDX
OCIP256,PMLB,PDX,,63,Pancreatic ductal adenocarcinoma,primary,pancreas,Male,Not collected,PDX
PHLC544,PMLB,PDX,PMID: 35383171,55,lung adenocarcinoma,metastatic,lung,Female,Not provided,PDX
PHLC438,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",61,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC570,PMLB,PDX,PMID: 35383171,65,lung large cell ,metastatic,lung,Male,Not provided,PDX
PHLC192,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655, PMID: 26124487",46,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC539,PMLB,PDX,PMID: 35383171,77,lung large cell neuroendocrine carcinoma,metastatic,lung,Male,Not provided,PDX
PHLC552,PMLB,PDX,PMID: 35383171,75,lung adenocarcinoma,metastatic,lung,Female,Not provided,PDX
PHLC555,PMLB,PDX,PMID: 35383171,84,lung adenocarcinoma,metastatic,lung,Male,Not provided,PDX
PHLC571,PMLB,PDX,PMID: 35383171,63,lung adenocarcinoma,metastatic,lung,Male,Not provided,PDX
PHLC585,PMLB,PDX,PMID: 35383171,63,lung squamous cell carcinoma,metastatic,lung,Male,Not provided,PDX
PHLC586,PMLB,PDX,PMID: 35383171,72,lung adenocarcinoma,metastatic,lung,Male,Not provided,PDX
PHLC518,PMLB,PDX,"PMID: 35383171, PMID: 26095073",74,lung squamous cell carcinoma,metastatic,lung,Female,Not provided,PDX
PHLC524,PMLB,PDX,"PMID: 35383171, PMID: 26095073",54,lung adenocarcinoma,metastatic,lung,Male,Not provided,PDX
PHLC534,PMLB,PDX,"PMID: 35383171, PMID: 26095073",60,lung large cell ,metastatic,lung,Male,Not provided,PDX
PHLC536,PMLB,PDX,"PMID: 35383171, PMID: 26095073",48,lung adenocarcinoma,metastatic,lung,Male,Not provided,PDX
PHLC207,PMLB,PDX,"PMID: 27750381, PMID: 21081655",51,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC334,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",90,lung adenocarcinoma + neuroendocrine differentiation,primary,lung,Male,Not provided,PDX
PHLC412,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",91,lung adenocarcinoma ,recurrent,lung,Male,Not provided,PDX
PHLC88,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",71,combined small cell lung cancer and large cell neuroendocrine carcinoma and adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC225,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",70,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC315,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",50,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC113,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC122,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",80,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC151,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",57,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC252,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",57,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC362,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",74,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC339,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",72,lung pleomorphic carcinoma (with squamous cell component),primary,lung,Female,Not provided,PDX
PHLC366,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",80,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC139,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",79,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC402,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655, PMID: 27613526",62,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC236,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",82,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC123,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",66,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC164,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655, PMID: 26124487, PMID: 26926157",63,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC57,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",68,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC50,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",64,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC470,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",83,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC410,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",64,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC471,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",86,"lung adenocarcinoma, mucinous",primary,lung,Female,Not provided,PDX
PHLC271,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",81,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC198,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,lung pleomorphic carcinoma (with squamous cell component),primary,lung,Male,Not provided,PDX
PHLC111,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC451,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",79,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC309,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",69,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC134,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",61,lung pleomorphic carcinoma (with adenocarcinoma component),primary,lung,Male,Not provided,PDX
PHLC148,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655, PMID: 26124487",54,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC132,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",71,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC501,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",56,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC200,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",68,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC193,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",74,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC55,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,lung squamous cell carcinoma ,primary,lung,Male,Not provided,PDX
PHLC215,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",55,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC655,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",59,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC239,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",66,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC85,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",75,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC81,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",68,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC77,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",57,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC86,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",73,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC82,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",60,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC106,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",76,"lung squamous cell carcinoma, basaloid",primary,lung,Female,Not provided,PDX
PHLC325,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",80,"lung squamous cell carcinoma, basaloid",recurrent,lung recurrence  (what does this mean),Female,Not provided,PDX
PHLC247,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",59,lung squamous cell carcinoma (SqCC),primary,lung,Male,Not provided,PDX
PHLC272,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",62,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC156,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",70,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC169,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",52,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC181,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",54,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC178,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",55,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC194,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",83,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC188,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",82,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC191,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",44,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC469,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",79,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC196,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",48,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC204,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",81,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC251,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",76,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC211,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",46,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC229,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",74,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC234,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",69,lung combined adenocarcinoma (90%) and large cell neuroendocrine carcinoma (10%),primary,lung,Male,Not provided,PDX
PHLC220,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",78,lung squamous cell carcinoma (SqCC),primary,lung,Male,Not provided,PDX
PHLC322,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",64,lung squamous cell carcinoma (SqCC),primary,lung,Male,Not provided,PDX
PHLC223,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",59,lung squamous cell carcinoma (SqCC),primary,lung,Male,Not provided,PDX
PHLC240,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",81,lung large cell neuroendocrine carcinoma,primary,lung,Female,Not provided,PDX
PHLC237,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",77,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC242,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",64,"lung squamous cell carcinoma, basaloid ",primary,lung,Male,Not provided,PDX
PHLC243,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",68,lung adenocarcinoma,primary,lung,Female,Not provided,PDX
PHLC268,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",71,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC295,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,lung squamous cell carcinoma,recurrent,lung recurrence (same),Male,Not provided,PDX
PHLC282,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",59,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC314,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",72,lung pleomorphic carcinoma (with adenocarcinoma component),primary,lung,Male,Not provided,PDX
PHLC328,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",62,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC369,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",72,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC353,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",60,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC365,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",69,lung squamous cell carcinoma,primary,lung,Male,Not provided,PDX
PHLC360,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,lung large cell neuroendocrine carcinoma,primary,lung,Male,Not provided,PDX
PHLC462,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",55,lung squamous cell carcinoma,primary,lung,Female,Not provided,PDX
PHLC444,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",62,lung adenocarcinoma,primary,lung,Male,Not provided,PDX
PHLC379,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",65,"lung adenocarcinoma, mucinous",primary,lung,Female,Not provided,PDX
PHLC390,PMLB,PDX,"PMID: 35383171, PMID: 27750381, PMID: 21081655",52,lung pleomorphic carcinoma (with adenocarcinoma component),primary,lung,Female,Not provided,PDX
